void Simulation::allocateMemory(): 0.0000033800s
double Simulation::minDistance(int idx): 0.0000104300s
double Simulation::minDistance(int idx): 0.0000629510s
double Simulation::minDistance(int idx): 0.0000117600s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000353800s
double Simulation::minDistance(int idx): 0.0000561010s
double Simulation::minDistance(int idx): 0.0000354700s
double Simulation::minDistance(int idx): 0.0000114100s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000464800s
double Simulation::minDistance(int idx): 0.0000549810s
double Simulation::minDistance(int idx): 0.0000175310s
double Simulation::minDistance(int idx): 0.0000007000s
double Simulation::minDistance(int idx): 0.0000574010s
double Simulation::minDistance(int idx): 0.0000129410s
double Simulation::minDistance(int idx): 0.0000005600s
double Simulation::minDistance(int idx): 0.0000353610s
double Simulation::minDistance(int idx): 0.0000627310s
double Simulation::minDistance(int idx): 0.0000151400s
double Simulation::minDistance(int idx): 0.0000398410s
double Simulation::minDistance(int idx): 0.0000007300s
double Simulation::minDistance(int idx): 0.0000661510s
double Simulation::minDistance(int idx): 0.0000113200s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000394600s
double Simulation::minDistance(int idx): 0.0000939920s
double Simulation::minDistance(int idx): 0.0000182500s
double Simulation::minDistance(int idx): 0.0000007400s
double Simulation::minDistance(int idx): 0.0000700110s
double Simulation::minDistance(int idx): 0.0000612910s
double Simulation::minDistance(int idx): 0.0000356000s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000100900s
double Simulation::minDistance(int idx): 0.0000166210s
double Simulation::minDistance(int idx): 0.0000604600s
double Simulation::minDistance(int idx): 0.0000363310s
double Simulation::minDistance(int idx): 0.0000006400s
double Simulation::minDistance(int idx): 0.0000624110s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000371610s
double Simulation::minDistance(int idx): 0.0000143410s
double Simulation::minDistance(int idx): 0.0000156100s
double Simulation::minDistance(int idx): 0.0000696710s
double Simulation::minDistance(int idx): 0.0000412710s
double Simulation::minDistance(int idx): 0.0000007400s
double Simulation::minDistance(int idx): 0.0000442810s
double Simulation::minDistance(int idx): 0.0000352510s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000076900s
double Simulation::minDistance(int idx): 0.0000734610s
double Simulation::minDistance(int idx): 0.0000494710s
double Simulation::minDistance(int idx): 0.0000235200s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::minDistance(int idx): 0.0000706710s
double Simulation::minDistance(int idx): 0.0000485310s
double Simulation::minDistance(int idx): 0.0000223410s
double Simulation::minDistance(int idx): 0.0000007500s
double Simulation::minDistance(int idx): 0.0000715910s
double Simulation::minDistance(int idx): 0.0000399910s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000119700s
double Simulation::minDistance(int idx): 0.0000452800s
double Simulation::minDistance(int idx): 0.0000135800s
double Simulation::minDistance(int idx): 0.0000006700s
double Simulation::minDistance(int idx): 0.0000696520s
double Simulation::minDistance(int idx): 0.0000600200s
double Simulation::minDistance(int idx): 0.0000143710s
double Simulation::minDistance(int idx): 0.0000355010s
double Simulation::minDistance(int idx): 0.0000006400s
double Simulation::minDistance(int idx): 0.0000615010s
double Simulation::minDistance(int idx): 0.0000126700s
double Simulation::minDistance(int idx): 0.0000377110s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000595410s
double Simulation::minDistance(int idx): 0.0000350910s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093900s
double Simulation::minDistance(int idx): 0.0000471810s
double Simulation::minDistance(int idx): 0.0000388910s
double Simulation::minDistance(int idx): 0.0000005600s
double Simulation::minDistance(int idx): 0.0000128000s
double Simulation::minDistance(int idx): 0.0000121400s
double Simulation::minDistance(int idx): 0.0000388810s
double Simulation::minDistance(int idx): 0.0000007000s
double Simulation::minDistance(int idx): 0.0000588710s
double Simulation::minDistance(int idx): 0.0000408310s
double Simulation::minDistance(int idx): 0.0000191400s
double Simulation::minDistance(int idx): 0.0000471310s
double Simulation::minDistance(int idx): 0.0000007400s
double Simulation::minDistance(int idx): 0.0000439900s
double Simulation::minDistance(int idx): 0.0000694210s
double Simulation::minDistance(int idx): 0.0000186900s
double Simulation::minDistance(int idx): 0.0000006300s
double Simulation::minDistance(int idx): 0.0000137900s
double Simulation::minDistance(int idx): 0.0000387400s
double Simulation::minDistance(int idx): 0.0000462710s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000600310s
double Simulation::minDistance(int idx): 0.0000418810s
double Simulation::minDistance(int idx): 0.0000131900s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000413400s
double Simulation::minDistance(int idx): 0.0000183900s
double Simulation::minDistance(int idx): 0.0000442200s
double Simulation::minDistance(int idx): 0.0000007700s
double Simulation::minDistance(int idx): 0.0000601400s
double Simulation::minDistance(int idx): 0.0000143310s
double Simulation::minDistance(int idx): 0.0000364510s
double Simulation::minDistance(int idx): 0.0000005700s
double Simulation::minDistance(int idx): 0.0000602910s
double Simulation::minDistance(int idx): 0.0000371710s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000136010s
double Simulation::minDistance(int idx): 0.0000546710s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000092000s
double Simulation::minDistance(int idx): 0.0000350700s
double Simulation::minDistance(int idx): 0.0000577210s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000084100s
double Simulation::minDistance(int idx): 0.0000352610s
double Simulation::minDistance(int idx): 0.0000753910s
double Simulation::minDistance(int idx): 0.0000962820s
double Simulation::minDistance(int idx): 0.0000157000s
double Simulation::minDistance(int idx): 0.0000007200s
double Simulation::minDistance(int idx): 0.0000758020s
double Simulation::minDistance(int idx): 0.0000106210s
double Simulation::minDistance(int idx): 0.0000005700s
double Simulation::minDistance(int idx): 0.0000378700s
double Simulation::minDistance(int idx): 0.0000142610s
double Simulation::minDistance(int idx): 0.0000585910s
double Simulation::minDistance(int idx): 0.0000351710s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000607210s
double Simulation::minDistance(int idx): 0.0000406110s
double Simulation::minDistance(int idx): 0.0000005600s
double Simulation::minDistance(int idx): 0.0000137000s
double Simulation::minDistance(int idx): 0.0000637310s
double Simulation::minDistance(int idx): 0.0000417300s
double Simulation::minDistance(int idx): 0.0000158800s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::minDistance(int idx): 0.0000726820s
double Simulation::minDistance(int idx): 0.0000463200s
double Simulation::minDistance(int idx): 0.0000148100s
double Simulation::minDistance(int idx): 0.0000007400s
double Simulation::minDistance(int idx): 0.0000668710s
double Simulation::minDistance(int idx): 0.0000172400s
double Simulation::minDistance(int idx): 0.0000427800s
double Simulation::minDistance(int idx): 0.0000006800s
double Simulation::minDistance(int idx): 0.0000439900s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000130000s
double Simulation::minDistance(int idx): 0.0000703510s
double Simulation::minDistance(int idx): 0.0000005600s
double Simulation::minDistance(int idx): 0.0000619910s
double Simulation::minDistance(int idx): 0.0000116600s
double Simulation::minDistance(int idx): 0.0000338010s
double Simulation::minDistance(int idx): 0.0000598810s
double Simulation::minDistance(int idx): 0.0000416710s
double Simulation::minDistance(int idx): 0.0000182300s
double Simulation::minDistance(int idx): 0.0000007300s
double Simulation::minDistance(int idx): 0.0000393210s
double Simulation::minDistance(int idx): 0.0000451010s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000133510s
double Simulation::minDistance(int idx): 0.0000856410s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0001461320s
double Simulation::minDistance(int idx): 0.0001189620s
double Simulation::minDistance(int idx): 0.0000117410s
double Simulation::minDistance(int idx): 0.0000395510s
double Simulation::minDistance(int idx): 0.0000637710s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000514000s
double Simulation::minDistance(int idx): 0.0000151600s
double Simulation::minDistance(int idx): 0.0000449810s
double Simulation::minDistance(int idx): 0.0000008000s
double Simulation::minDistance(int idx): 0.0000722010s
double Simulation::minDistance(int idx): 0.0000166000s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::minDistance(int idx): 0.0000432410s
double Simulation::minDistance(int idx): 0.0000128300s
double Simulation::minDistance(int idx): 0.0000609010s
double Simulation::minDistance(int idx): 0.0000009300s
double Simulation::minDistance(int idx): 0.0000396300s
double Simulation::minDistance(int idx): 0.0000586300s
double Simulation::minDistance(int idx): 0.0000365410s
double Simulation::minDistance(int idx): 0.0000106710s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000537510s
double Simulation::minDistance(int idx): 0.0000391510s
double Simulation::minDistance(int idx): 0.0000107300s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000130710s
double Simulation::minDistance(int idx): 0.0000361700s
double Simulation::minDistance(int idx): 0.0000428110s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000353210s
double Simulation::minDistance(int idx): 0.0000552610s
double Simulation::minDistance(int idx): 0.0000095310s
double Simulation::minDistance(int idx): 0.0000189400s
double Simulation::minDistance(int idx): 0.0000005100s
double Simulation::minDistance(int idx): 0.0000044400s
double Simulation::minDistance(int idx): 0.0000047800s
double Simulation::minDistance(int idx): 0.0000590610s
double Simulation::minDistance(int idx): 0.0000370610s
double Simulation::minDistance(int idx): 0.0000136010s
double Simulation::minDistance(int idx): 0.0000006900s
double Simulation::minDistance(int idx): 0.0000192300s
double Simulation::minDistance(int idx): 0.0000434210s
double Simulation::minDistance(int idx): 0.0000623910s
double Simulation::minDistance(int idx): 0.0000007400s
double Simulation::minDistance(int idx): 0.0000118800s
double Simulation::minDistance(int idx): 0.0000006800s
double Simulation::minDistance(int idx): 0.0000421610s
double Simulation::minDistance(int idx): 0.0000355510s
double Simulation::minDistance(int idx): 0.0000642010s
double Simulation::minDistance(int idx): 0.0000399010s
double Simulation::minDistance(int idx): 0.0000134000s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::avgMinDistance(): 0.0079490550s
void Simulation::updateVelocity(): 0.0010069050s
void Simulation::updatePosition(): 0.0000010500s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0010334860s
void Simulation::updateVelocity(): 0.0007974920s
void Simulation::updatePosition(): 0.0000009700s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008195830s
void Simulation::updateVelocity(): 0.0007863020s
void Simulation::updatePosition(): 0.0000010600s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0008083620s
void Simulation::updateVelocity(): 0.0007886030s
void Simulation::updatePosition(): 0.0000010300s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008106330s
void Simulation::updateVelocity(): 0.0009198190s
void Simulation::updatePosition(): 0.0000061600s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0009565800s
void Simulation::updateVelocity(): 0.0008999640s
void Simulation::updatePosition(): 0.0000010100s
void Simulation::preventMoveAgainstForce(): 0.0000006610s
void Simulation::step(): 0.0009253050s
void Simulation::updateVelocity(): 0.0008442130s
void Simulation::updatePosition(): 0.0000078300s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0008761530s
void Simulation::updateVelocity(): 0.0007961730s
void Simulation::updatePosition(): 0.0000009700s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008182130s
void Simulation::updateVelocity(): 0.0008194830s
void Simulation::updatePosition(): 0.0000058400s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0008493540s
void Simulation::updateVelocity(): 0.0008301430s
void Simulation::updatePosition(): 0.0000009900s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008550330s
void Simulation::updateVelocity(): 0.0007946030s
void Simulation::updatePosition(): 0.0000090500s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008247530s
void Simulation::updateVelocity(): 0.0009757450s
void Simulation::updatePosition(): 0.0000061900s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0010062360s
void Simulation::updateVelocity(): 0.0008040320s
void Simulation::updatePosition(): 0.0000030100s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0008306430s
void Simulation::updateVelocity(): 0.0008038130s
void Simulation::updatePosition(): 0.0000010700s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0008317930s
void Simulation::updateVelocity(): 0.0008056030s
void Simulation::updatePosition(): 0.0000009600s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0008263830s
void Simulation::updateVelocity(): 0.0007852420s
void Simulation::updatePosition(): 0.0000009400s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0008076330s
void Simulation::updateVelocity(): 0.0008233930s
void Simulation::updatePosition(): 0.0000053600s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0008499730s
void Simulation::updateVelocity(): 0.0008447430s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008698440s
void Simulation::updateVelocity(): 0.0007901920s
void Simulation::updatePosition(): 0.0000009200s
void Simulation::preventMoveAgainstForce(): 0.0000005810s
void Simulation::step(): 0.0008122730s
void Simulation::updateVelocity(): 0.0008008320s
void Simulation::updatePosition(): 0.0000009400s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0008267130s
void Simulation::updateVelocity(): 0.0008046520s
void Simulation::updatePosition(): 0.0000010600s
void Simulation::preventMoveAgainstForce(): 0.0000053300s
void Simulation::step(): 0.0008367930s
void Simulation::updateVelocity(): 0.0007826120s
void Simulation::updatePosition(): 0.0000010300s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0008048120s
void Simulation::updateVelocity(): 0.0011010630s
void Simulation::updatePosition(): 0.0000013700s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0011425130s
void Simulation::updateVelocity(): 0.0011780190s
void Simulation::updatePosition(): 0.0000035000s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0012100590s
void Simulation::updateVelocity(): 0.0011444980s
void Simulation::updatePosition(): 0.0000028000s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011709290s
void Simulation::updateVelocity(): 0.0011421180s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011702680s
void Simulation::updateVelocity(): 0.0011520680s
void Simulation::updatePosition(): 0.0000128400s
void Simulation::preventMoveAgainstForce(): 0.0000008400s
void Simulation::step(): 0.0011932290s
void Simulation::updateVelocity(): 0.0011336880s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011582380s
void Simulation::updateVelocity(): 0.0011337480s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011592780s
void Simulation::updateVelocity(): 0.0011354980s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011633090s
void Simulation::updateVelocity(): 0.0011565980s
void Simulation::updatePosition(): 0.0000022600s
void Simulation::preventMoveAgainstForce(): 0.0000007600s
void Simulation::step(): 0.0011853280s
void Simulation::updateVelocity(): 0.0011450780s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0011693190s
void Simulation::updateVelocity(): 0.0011027770s
void Simulation::updatePosition(): 0.0000013900s
void Simulation::preventMoveAgainstForce(): 0.0000009300s
void Simulation::step(): 0.0011299880s
void Simulation::updateVelocity(): 0.0011352670s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011594780s
void Simulation::updateVelocity(): 0.0010875170s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011117970s
void Simulation::updateVelocity(): 0.0011086380s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0011377980s
void Simulation::updateVelocity(): 0.0011121880s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011397580s
void Simulation::updateVelocity(): 0.0011160980s
void Simulation::updatePosition(): 0.0000061800s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011465180s
void Simulation::updateVelocity(): 0.0010979970s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011224280s
void Simulation::updateVelocity(): 0.0012412290s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0012690500s
void Simulation::updateVelocity(): 0.0010889170s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011131870s
void Simulation::updateVelocity(): 0.0011100580s
void Simulation::updatePosition(): 0.0000064700s
void Simulation::preventMoveAgainstForce(): 0.0000008700s
void Simulation::step(): 0.0011407780s
void Simulation::updateVelocity(): 0.0011110080s
void Simulation::updatePosition(): 0.0000068500s
void Simulation::preventMoveAgainstForce(): 0.0000007800s
void Simulation::step(): 0.0011419080s
void Simulation::updateVelocity(): 0.0011112880s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0011410580s
void Simulation::updateVelocity(): 0.0010916970s
void Simulation::updatePosition(): 0.0000070400s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0011224180s
void Simulation::updateVelocity(): 0.0010875270s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0011148970s
void Simulation::updateVelocity(): 0.0011039880s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011351280s
void Simulation::updateVelocity(): 0.0011048880s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011294280s
void Simulation::updateVelocity(): 0.0011009170s
void Simulation::updatePosition(): 0.0000074300s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0011319680s
void Simulation::updateVelocity(): 0.0010938870s
void Simulation::updatePosition(): 0.0000055100s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011273380s
void Simulation::updateVelocity(): 0.0010813970s
void Simulation::updatePosition(): 0.0000062700s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011139970s
void Simulation::updateVelocity(): 0.0010887870s
void Simulation::updatePosition(): 0.0000012700s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0011134180s
void Simulation::updateVelocity(): 0.0010902570s
void Simulation::updatePosition(): 0.0000013300s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0011190870s
void Simulation::updateVelocity(): 0.0010631170s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0010877770s
void Simulation::updateVelocity(): 0.0010697170s
void Simulation::updatePosition(): 0.0000026200s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0010995880s
void Simulation::updateVelocity(): 0.0010708670s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0010986070s
void Simulation::updateVelocity(): 0.0010777370s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011055470s
void Simulation::updateVelocity(): 0.0010584870s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0010828870s
void Simulation::updateVelocity(): 0.0010587970s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0010834070s
void Simulation::updateVelocity(): 0.0010587670s
void Simulation::updatePosition(): 0.0000014200s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0010836880s
void Simulation::updateVelocity(): 0.0010731260s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0011008870s
void Simulation::updateVelocity(): 0.0010634070s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0010889270s
void Simulation::updateVelocity(): 0.0010533670s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0010776670s
void Simulation::updateVelocity(): 0.0010569770s
void Simulation::updatePosition(): 0.0000029000s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0010861670s
void Simulation::updateVelocity(): 0.0010608570s
void Simulation::updatePosition(): 0.0000031800s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0010874870s
void Simulation::updateVelocity(): 0.0010803670s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0011086080s
void Simulation::updateVelocity(): 0.0010783270s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0011063370s
void Simulation::updateVelocity(): 0.0010787870s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011082870s
void Simulation::updateVelocity(): 0.0010666670s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0010914280s
void Simulation::updateVelocity(): 0.0010640960s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0010888470s
void Simulation::updateVelocity(): 0.0010704470s
void Simulation::updatePosition(): 0.0000063100s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011030770s
void Simulation::updateVelocity(): 0.0011730890s
void Simulation::updatePosition(): 0.0000025800s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0012038590s
void Simulation::updateVelocity(): 0.0010635570s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0010883070s
void Simulation::updateVelocity(): 0.0010633170s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0010877070s
void Simulation::updateVelocity(): 0.0010612270s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0010856770s
void Simulation::updateVelocity(): 0.0010767970s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0011044480s
void Simulation::updateVelocity(): 0.0010798170s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000007400s
void Simulation::step(): 0.0011075970s
void Simulation::updateVelocity(): 0.0010658870s
void Simulation::updatePosition(): 0.0000038900s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0010930470s
void Simulation::updateVelocity(): 0.0010639970s
void Simulation::updatePosition(): 0.0000045400s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0010920780s
void Simulation::updateVelocity(): 0.0010612460s
void Simulation::updatePosition(): 0.0000012110s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0010856370s
void Simulation::updateVelocity(): 0.0011865230s
void Simulation::updatePosition(): 0.0000014500s
void Simulation::preventMoveAgainstForce(): 0.0000007300s
void Simulation::step(): 0.0012177340s
void Simulation::updateVelocity(): 0.0010438060s
void Simulation::updatePosition(): 0.0000060310s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0010748470s
void Simulation::updateVelocity(): 0.0008994240s
void Simulation::updatePosition(): 0.0000034200s
void Simulation::preventMoveAgainstForce(): 0.0000009500s
void Simulation::step(): 0.0009284240s
void Simulation::updateVelocity(): 0.0009388450s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0009664660s
void Simulation::updateVelocity(): 0.0008230920s
void Simulation::updatePosition(): 0.0000009400s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0008456030s
void Simulation::updateVelocity(): 0.0008346330s
void Simulation::updatePosition(): 0.0000010600s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008570630s
void Simulation::updateVelocity(): 0.0008385540s
void Simulation::updatePosition(): 0.0000027000s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0008657340s
void Simulation::updateVelocity(): 0.0008113130s
void Simulation::updatePosition(): 0.0000041300s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0008367830s
void Simulation::updateVelocity(): 0.0008176130s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0008432930s
void Simulation::updateVelocity(): 0.0009018650s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0009286050s
void Simulation::updateVelocity(): 0.0008313530s
void Simulation::updatePosition(): 0.0000042100s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0008623640s
void Simulation::updateVelocity(): 0.0008055720s
void Simulation::updatePosition(): 0.0000010100s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0008282130s
void Simulation::updateVelocity(): 0.0008040220s
void Simulation::updatePosition(): 0.0000009200s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008265230s
void Simulation::updateVelocity(): 0.0008428680s
void Simulation::updatePosition(): 0.0000013400s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0008760080s
void Simulation::updateVelocity(): 0.0010564770s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0010811370s
