void Simulation::allocateMemory(): 0.0000049400s
double Simulation::avgMinDistance(): 0.0038168160s
void Simulation::updateVelocity(): 0.0016560760s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0016849060s
void Simulation::updateVelocity(): 0.0016259160s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0016512760s
void Simulation::updateVelocity(): 0.0017441470s
void Simulation::updatePosition(): 0.0000013500s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0017724980s
void Simulation::updateVelocity(): 0.0015939150s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0016169650s
void Simulation::updateVelocity(): 0.0017663680s
void Simulation::updatePosition(): 0.0000013700s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0017988190s
void Simulation::updateVelocity(): 0.0016776360s
void Simulation::updatePosition(): 0.0000013200s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017067460s
void Simulation::updateVelocity(): 0.0017718470s
void Simulation::updatePosition(): 0.0000013300s
void Simulation::preventMoveAgainstForce(): 0.0000008500s
void Simulation::step(): 0.0018029780s
void Simulation::updateVelocity(): 0.0016800950s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0017103660s
void Simulation::updateVelocity(): 0.0016306750s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0016534960s
void Simulation::updateVelocity(): 0.0015953850s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0016230750s
void Simulation::updateVelocity(): 0.0016029160s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0016254860s
void Simulation::updateVelocity(): 0.0015925350s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0016178250s
void Simulation::updateVelocity(): 0.0016880070s
void Simulation::updatePosition(): 0.0000016000s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0017177770s
void Simulation::updateVelocity(): 0.0049668830s
void Simulation::updatePosition(): 0.0000016400s
void Simulation::preventMoveAgainstForce(): 0.0000007600s
void Simulation::step(): 0.0050016140s
void Simulation::updateVelocity(): 0.0087637680s
void Simulation::updatePosition(): 0.0000050900s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0087979090s
void Simulation::updateVelocity(): 0.0053202290s
void Simulation::updatePosition(): 0.0000015500s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0053530090s
void Simulation::updateVelocity(): 0.0103494580s
void Simulation::updatePosition(): 0.0000016300s
void Simulation::preventMoveAgainstForce(): 0.0000008400s
void Simulation::step(): 0.0103827480s
void Simulation::updateVelocity(): 0.0112459570s
void Simulation::updatePosition(): 0.0000055900s
void Simulation::preventMoveAgainstForce(): 0.0000007800s
void Simulation::step(): 0.0112842580s
void Simulation::updateVelocity(): 0.0053508340s
void Simulation::updatePosition(): 0.0000016300s
void Simulation::preventMoveAgainstForce(): 0.0000120510s
void Simulation::step(): 0.0053982350s
void Simulation::updateVelocity(): 0.0058161050s
void Simulation::updatePosition(): 0.0000017500s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0063021680s
void Simulation::updateVelocity(): 0.0044249800s
void Simulation::updatePosition(): 0.0002405130s
void Simulation::preventMoveAgainstForce(): 0.0000013900s
void Simulation::step(): 0.0047198350s
void Simulation::updateVelocity(): 0.0043582490s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0043887290s
void Simulation::updateVelocity(): 0.0029032420s
void Simulation::updatePosition(): 0.0000016100s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0029363720s
void Simulation::updateVelocity(): 0.0024479730s
void Simulation::updatePosition(): 0.0000016700s
void Simulation::preventMoveAgainstForce(): 0.0000007700s
void Simulation::step(): 0.0024835030s
void Simulation::updateVelocity(): 0.0022505660s
void Simulation::updatePosition(): 0.0001416620s
void Simulation::preventMoveAgainstForce(): 0.0000010210s
void Simulation::step(): 0.0024426890s
void Simulation::updateVelocity(): 0.0023733470s
void Simulation::updatePosition(): 0.0000017500s
void Simulation::preventMoveAgainstForce(): 0.0000009100s
void Simulation::step(): 0.0024132380s
void Simulation::updateVelocity(): 0.0023735270s
void Simulation::updatePosition(): 0.0000016300s
void Simulation::preventMoveAgainstForce(): 0.0000008800s
void Simulation::step(): 0.0024102270s
void Simulation::updateVelocity(): 0.0023461070s
void Simulation::updatePosition(): 0.0000015800s
void Simulation::preventMoveAgainstForce(): 0.0000008400s
void Simulation::step(): 0.0023806380s
void Simulation::updateVelocity(): 0.0024186280s
void Simulation::updatePosition(): 0.0000017100s
void Simulation::preventMoveAgainstForce(): 0.0000007300s
void Simulation::step(): 0.0024547080s
void Simulation::updateVelocity(): 0.0018603000s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0018884100s
void Simulation::updateVelocity(): 0.0017716480s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017974880s
void Simulation::updateVelocity(): 0.0015886650s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0016142160s
void Simulation::updateVelocity(): 0.0016376710s
void Simulation::updatePosition(): 0.0000016800s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0016722410s
void Simulation::updateVelocity(): 0.0016133250s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016401460s
void Simulation::updateVelocity(): 0.0016442860s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0016707360s
void Simulation::updateVelocity(): 0.0015905350s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016129760s
void Simulation::updateVelocity(): 0.0015828340s
void Simulation::updatePosition(): 0.0000012900s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016073250s
void Simulation::updateVelocity(): 0.0016198050s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0016450660s
void Simulation::updateVelocity(): 0.0015810450s
void Simulation::updatePosition(): 0.0000014600s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0016066750s
void Simulation::updateVelocity(): 0.0016052350s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0016288060s
void Simulation::updateVelocity(): 0.0016049750s
void Simulation::updatePosition(): 0.0000035900s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0016335250s
void Simulation::updateVelocity(): 0.0015620950s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0015842850s
void Simulation::updateVelocity(): 0.0015490850s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0015755050s
void Simulation::updateVelocity(): 0.0015933050s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016171750s
void Simulation::updateVelocity(): 0.0015876450s
void Simulation::updatePosition(): 0.0000010700s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016097060s
void Simulation::updateVelocity(): 0.0015496940s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0015717740s
void Simulation::updateVelocity(): 0.0016052560s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0016449960s
void Simulation::updateVelocity(): 0.0016044050s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016312960s
void Simulation::updateVelocity(): 0.0015632540s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0015851350s
void Simulation::updateVelocity(): 0.0015766950s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0015995250s
void Simulation::updateVelocity(): 0.0015777150s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016010350s
void Simulation::updateVelocity(): 0.0015742050s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0015997450s
void Simulation::updateVelocity(): 0.0015453850s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0015668450s
void Simulation::updateVelocity(): 0.0015735450s
void Simulation::updatePosition(): 0.0000046400s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0016008350s
void Simulation::updateVelocity(): 0.0015495540s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0015715950s
void Simulation::updateVelocity(): 0.0015783550s
void Simulation::updatePosition(): 0.0000044900s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0016071250s
void Simulation::updateVelocity(): 0.0015757150s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016002550s
void Simulation::updateVelocity(): 0.0015785150s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016017150s
void Simulation::updateVelocity(): 0.0015354850s
void Simulation::updatePosition(): 0.0000010700s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0015576450s
void Simulation::updateVelocity(): 0.0015859750s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016121750s
void Simulation::updateVelocity(): 0.0016037310s
void Simulation::updatePosition(): 0.0000013000s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0016326010s
void Simulation::updateVelocity(): 0.0018534390s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0018791700s
void Simulation::updateVelocity(): 0.0016322150s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016572560s
void Simulation::updateVelocity(): 0.0016227050s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016477650s
void Simulation::updateVelocity(): 0.0015769740s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016019250s
void Simulation::updateVelocity(): 0.0017562270s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017828580s
void Simulation::updateVelocity(): 0.0015826550s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0016070950s
void Simulation::updateVelocity(): 0.0016311560s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016596460s
void Simulation::updateVelocity(): 0.0016127550s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016373860s
void Simulation::updateVelocity(): 0.0016078550s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0016328850s
void Simulation::updateVelocity(): 0.0016300150s
void Simulation::updatePosition(): 0.0000015800s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0016598360s
void Simulation::updateVelocity(): 0.0017584270s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017845380s
void Simulation::updateVelocity(): 0.0015869750s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000008500s
void Simulation::step(): 0.0016262850s
void Simulation::updateVelocity(): 0.0015996150s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016244360s
void Simulation::updateVelocity(): 0.0017634470s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0017892880s
void Simulation::updateVelocity(): 0.0016002950s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0016269650s
void Simulation::updateVelocity(): 0.0016169460s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0016428360s
void Simulation::updateVelocity(): 0.0016062960s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016319160s
void Simulation::updateVelocity(): 0.0015812750s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016064050s
void Simulation::updateVelocity(): 0.0016038250s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016284160s
void Simulation::updateVelocity(): 0.0016158950s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016418960s
void Simulation::updateVelocity(): 0.0015991550s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016244550s
void Simulation::updateVelocity(): 0.0015951350s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016203060s
void Simulation::updateVelocity(): 0.0017610770s
void Simulation::updatePosition(): 0.0000012500s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017877880s
void Simulation::updateVelocity(): 0.0015900950s
void Simulation::updatePosition(): 0.0000013100s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0016153750s
void Simulation::updateVelocity(): 0.0015863750s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016114660s
void Simulation::updateVelocity(): 0.0015972750s
void Simulation::updatePosition(): 0.0000058300s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0016269050s
void Simulation::updateVelocity(): 0.0015910450s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016160060s
void Simulation::updateVelocity(): 0.0015828840s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016107350s
void Simulation::updateVelocity(): 0.0015935050s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016197650s
void Simulation::updateVelocity(): 0.0021001890s
void Simulation::updatePosition(): 0.0000015000s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0021356300s
void Simulation::updateVelocity(): 0.0018303890s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0018561790s
void Simulation::updateVelocity(): 0.0016580560s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0016841070s
void Simulation::updateVelocity(): 0.0016082150s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0016307050s
void Simulation::updateVelocity(): 0.0015744550s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0015968050s
void Simulation::updateVelocity(): 0.0017046770s
void Simulation::updatePosition(): 0.0000012900s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0017319070s
void Simulation::updateVelocity(): 0.0016143750s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016395250s
void Simulation::updateVelocity(): 0.0017089270s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017357080s
void Simulation::updateVelocity(): 0.0016058450s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0016279050s
void Simulation::updateVelocity(): 0.0016438560s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0016698360s
void Simulation::pairDistribution(double *histogram, int size, double coef): 0.0002832650s
double Simulation::Ekin(): 0.0000009000s
double Simulation::minDistance(int idx): 0.0000007300s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000068900s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000099600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096100s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000143900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095400s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000094010s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000149800s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000205410s
double Simulation::minDistance(int idx): 0.0000008100s
double Simulation::minDistance(int idx): 0.0000121100s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000161910s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000007500s
double Simulation::minDistance(int idx): 0.0000347410s
double Simulation::minDistance(int idx): 0.0000050000s
double Simulation::minDistance(int idx): 0.0000005500s
double Simulation::minDistance(int idx): 0.0000072400s
double Simulation::minDistance(int idx): 0.0000003900s
double Simulation::minDistance(int idx): 0.0000003500s
double Simulation::minDistance(int idx): 0.0000031100s
double Simulation::minDistance(int idx): 0.0000074900s
double Simulation::minDistance(int idx): 0.0000005000s
double Simulation::minDistance(int idx): 0.0000163810s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000104300s
double Simulation::minDistance(int idx): 0.0000100300s
double Simulation::minDistance(int idx): 0.0000005700s
double Simulation::minDistance(int idx): 0.0000055700s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000044910s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000042800s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000041900s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000038300s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000040700s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000041700s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000040700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000044000s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000231310s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000024100s
double Simulation::minDistance(int idx): 0.0000003900s
double Simulation::minDistance(int idx): 0.0000029500s
double Simulation::minDistance(int idx): 0.0000003600s
double Simulation::minDistance(int idx): 0.0000045400s
double Simulation::minDistance(int idx): 0.0000003500s
double Simulation::minDistance(int idx): 0.0000028200s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000025600s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000105500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000144200s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000109000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000225300s
double Simulation::minDistance(int idx): 0.0000005700s
double Simulation::minDistance(int idx): 0.0000061600s
double Simulation::minDistance(int idx): 0.0000005000s
double Simulation::minDistance(int idx): 0.0000054800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000119300s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000065910s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000097700s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000060900s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000070400s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000065400s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000827610s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000111700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000045100s
double Simulation::minDistance(int idx): 0.0000009400s
double Simulation::minDistance(int idx): 0.0000116800s
double Simulation::minDistance(int idx): 0.0000005510s
double Simulation::minDistance(int idx): 0.0000053400s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000040000s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000043100s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000061400s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000038000s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000033600s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033100s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032900s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000033010s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033200s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033100s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033700s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000033600s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033200s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033300s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033100s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033100s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000032800s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033300s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033100s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032900s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000034000s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033200s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033000s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033100s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000033700s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033200s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033300s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033400s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032800s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032700s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000050100s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000036200s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033800s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033400s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033400s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000033500s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033600s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000004400s
